Cleaned up usingAutoEd,safe,Whoisjohngalt,"{{Distinguish|Jasper, Indiana}}
{{Infobox settlement
| official_name           = Jasper County, Indiana
| settlement_type         = [[County (United States)|County]]
| image_skyline           = Jasper County Courthouse Rensselaer Indiana.JPG
| imagesize               = 270px
| image_caption           = Jasper County Courthouse in Rensselaer
| image_map               = Map of Indiana highlighting Jasper County.svg
| mapsize                 = 130px
| map_caption             = Location in the state of [[Indiana]]
| image_map1              = Map of USA IN.svg
| mapsize1                = 200px
| map_caption1            = Indiana's location in the [[United States|U.S.]]
| coordinates             = {{coord|41|01|N|87|07|W|region:US-IN_type:adm2nd|display=inline,title}}
| subdivision_type        = Country
| subdivision_name        = {{US}}
| subdivision_type1       = [[U.S. state|State]]
| subdivision_name1       = {{flag|Indiana}}
| subdivision_type2       = Region
| subdivision_name2       = [[Northwest Indiana]]
| subdivision_type3       = Metro area
| subdivision_name3       = [[Chicago metropolitan area|Chicago Metropolitan]]
| established_title       = Created<ref name=SHJC/>
| established_date        = 7 February 1835
| established_title1      = Established
| established_date1       = 15 March 1838<ref name=JCI>[https://www.jaspercountyin.gov/ Jasper County Home Page (accessed 19 January 2020)]</ref><ref name=OICN>[https://www.in.gov/history/2911.htm Origin of Indiana County Names. Indiana Historical Bureau (accessed 21 January 2020)]</ref>
| named_for               = Sgt. [[William Jasper]]
| seat_type               = [[County seat]]
| seat                    = [[Rensselaer, Indiana|Rensselaer]]
| seat1_type              = Largest city
| seat1                   = Rensselaer
|p1=[[De Motte, Indiana|De Motte]] (town) |p2=[[Remington, Indiana|Remington]] (town) |p3=[[Rensselaer, Indiana|Rensselaer]] (city) |p4=[[Wheatfield, Indiana|Wheatfield]] (town)
| government_footnotes    =
| government_type         = [[County commission|County]]
| governing_body          = Board of Commissioners
| leader_party            =
| leader_title            = Commissioner
| leader_name             = James A. Walstra (1st)
| leader_title1           = Commissioner
| leader_name1            = Kendell Culp (2nd)
| leader_title2           = Commissioner
| leader_name2            = Richard E. Maxwell (3rd)
| unit_pref               = US
| area_total_sq_mi        = 561.39
| area_land_sq_mi         = 559.62
| area_water_sq_mi        = 1.76
| area_metro_sq_mi        = 10874
| area_rank               = [[List of counties in Indiana|3rd]] largest county in Indiana
| area_blank1_title       = Region
| area_blank1_sq_mi       = 2726
| elevation_ft            = 696
| population_total        = 33,478
| population_as_of        = [[2010 United States Census|'''2010''']]
| population_est          = 33,270
| pop_est_as_of           = 2018
| population_density_sq_mi= 59.5
| population_metro        = 9,522,434
| population_rank         = {{nowrap|[[List of counties in Indiana|54th]] largest county in Indiana<br>1,341st largest county in U.S.<ref>{{cite web|url=http://www.stats.indiana.edu/uspr/a/us_profile_frame.html|title=USA Counties in Profile|accessdate=29 June 2014|publisher=STATS Indiana}}</ref>}}
| population_blank1_title = Region
| population_blank1       = 819537
| timezone                = [[Central Standard Time|Central]]
|utc_offset               = −6
| timezone_DST            = [[Central Daylight Time|Central]]
|utc_offset_DST           = −5
| postal_code_type        = [[ZIP Code]]s
| postal_code             = 46310, 46341, 46374, 46392, 47922, 47943, 47946, 47948, 47957, 47959, 47977-78, 47995
| area_code_type          = [[North American Numbering Plan|Area code]]
| area_code               = [[Area code 219|219]]
| geocode                 =
| iso_code                =
| blank_name_sec1         = Congressional district
| blank_info_sec1         = [[Indiana's 4th congressional district|4th]]
| blank1_name_sec1        = [[Indiana Senate]] districts
| blank1_info_sec1        = 5th and 7th
| blank2_name_sec1        = [[Indiana House of Representatives]] districts
| blank2_info_sec1        = 4th, 16th and 20th
| blank3_name_sec1        = [[Federal Information Processing Standard|FIPS code]]
| blank3_info_sec1        = 18-073
| blank4_name_sec1        = [[Geographic Names Information System|GNIS]] feature ID
| blank4_info_sec1        = 0450494
| blank_name_sec2         = [[Interstate Highway|Interstate]] and [[U.S. Routes|U.S. Route]]
| blank_info_sec2         = [[File:I-65.svg|25px|link=Interstate 65 in Indiana]] [[File:US 24.svg|25px|link=U.S. Route 24]] [[File:US 231.svg|25px|link=U.S. Route 231]]
----
| blank1_name_sec2        = [[State highway|State Routes]]
| blank1_info_sec2        = [[File:Indiana 10.svg|27px|link=Indiana State Road 10]] [[File:Indiana 14.svg|27px|link=Indiana State Road 14]] [[File:Indiana 16.svg|27px|link=Indiana State Road 16]] [[File:Indiana 49.svg|27px|link=Indiana State Road 49]] [[File:Indiana 110.svg|27px|link=Indiana State Road 110]] [[File:Indiana 114.svg|27px|link=Indiana State Road 114]]
----
| blank2_name_sec2        = Airport
| blank2_info_sec2        = [[Jasper County Airport (Indiana)|Jasper County]]
----
| blank3_name_sec2        = Waterways
| blank3_info_sec2        = [[Iroquois River]] – [[Kankakee River]]
----
| blank4_name_sec2        = [[Amtrak]] station
| blank4_info_sec2        = [[Rensselaer (Amtrak station)|Rensselaer]]
| website                 = [http://www.jaspercountyin.gov www.jaspercountyin.gov]
| footnotes               = * Indiana county number 37
}}
{| class=\"mbox-small\" style=\"text-align:center;border:1px solid #aaa; background-color:#f9f9f9;\"
! colspan=\"4\" style=\"text-align:center;border-top:none;\"| '''[[Demographics]] (2010)<ref>US Census Bureau. American Community Survey, Profile of General Population and Housing Characteristics 2010, Table DP-1, 2010 Demographic Profile Data. [https://www.census.gov U.S. Census website]. Retrieved 29 June 2014.</ref>
|-
| '''[[White American|White]]'''
| '''[[African American|Black]]'''
| '''[[Asian American|Asian]]'''
|-
| 95.8%
| 0.6%
| 0.4%
|-
| '''[[Pacific Islander American|Islander]]'''
| '''[[Native Americans in the United States|Native]]'''
| '''Other'''
| '''[[Hispanic and Latino Americans|Hispanic<br>(any race)]]'''
|-
| 0.0%
| 0.2%
| 3.0%
| 5.4%
|}

'''Jasper County''' is a [[county (United States)|county]] located in the [[U.S. state]] of [[Indiana]]. As of 2010, the population was 33,478.<ref name=QF>{{cite web|url=http://quickfacts.census.gov/qfd/states/18/18073.html|title=Jasper County QuickFacts|accessdate=25 September 2011|publisher=US Census Bureau|url-status=dead|archiveurl=https://web.archive.org/web/20110607083006/http://quickfacts.census.gov/qfd/states/18/18073.html|archivedate=7 June 2011}}</ref> The [[county seat]] is [[Rensselaer, Indiana|Rensselaer]].<ref>{{cite web|url=http://www.naco.org/Counties/Pages/FindACounty.aspx|accessdate=7 June 2011|title=Find a County|publisher=National Association of Counties|url-status=dead|archiveurl=https://web.archive.org/web/20110531210815/http://www.naco.org/Counties/Pages/FindACounty.aspx|archivedate=31 May 2011}}</ref>

Jasper County is included in the [[Chicago]]-[[Naperville, Illinois|Naperville]]-[[Elgin, Illinois|Elgin]], [[Illinois|IL]]-IN-[[Wisconsin|WI]] [[Chicago metropolitan area|Metropolitan Statistical Area]].

==History==
The lands of present NW Indiana were explored by French explorer [[René-Robert Cavelier, Sieur de La Salle|Robert de LaSalle]]. At that time the area was inhabited by the [[Western Confederacy|Miami Confederation of Indians]]. Through White settlement, encroachment, and confrontation, the various indigenous groups were forced to cede their claim to the area. In October 1818, the Pottawattamies, Weas, and Delawares ceded their lands west of the [[Tippecanoe River]] to the government. In a treaty dated 23 October 1826, the Pottawattamies and Miamis ceded all their lands east of the Tippecanoe. A treaty dated 26 October 1832 with the Pottawattamies ceded control of the northwestern part of Indiana; on 27 October the Pottawattamies of Indiana and Michigan also relinquished all claim to any remaining land in those states.

Until the 1832 treaty of 1832, the future Jasper County area was not open to settlement; those who did come to Indiana before that time had flooded the southern parts of Ohio, Indiana and Illinois through the [[Ohio Valley]]. Northwestern Indiana was also less desirable for initial settlement, the land being described as alternate swamps, sterile sand ridges and flat, wet prairies. It did proliferate in game, however, and eventually settlers found it. The first recorded settler was William Donahue, who located in present-day [[Gillam Township, Jasper County, Indiana|Gillam Township]]. He was a justice of the peace during the period prior to the county's establishment.

Although the settlers were sparse, the state legislature provided for two counties to be established in the area. An act dated 7 February 1835 described the boundaries of [[Newton County, Indiana|Newton]] and Jasper counties, although their governing structures were not established at that time. The area was attached to [[White County, Indiana|White County]] for political and civil purposes.

In 1836 all the area north of the [[Kankakee River]] was partitioned from Jasper as [[Porter County, Indiana|Porter County]]. By 1837 preparations were being made to create the Jasper County governing structure, with a county commission being elected that year. They first met in January 1838 at the house of Robert Alexander in [[Parish Grove Township, Benton County, Indiana|present-day Benton County]]. After that, the pro tem county seat was designated as the residence of George W. Spitler, in [[Iroquois Township, Newton County, Indiana|present-day Iroquois Township, Newton County]], where the first meeting was held in March 1839.<ref name=SHJC/> The official date of formation of the Jasper County government is given as 15 March 1838.<ref name=OICN/>

Jasper County was named for Sgt. [[William Jasper]], a famous scout for the [[Continental Army]] during the [[American Revolutionary War]].<ref>{{cite book|url=https://archive.org/details/bub_gb_9V1IAAAAMAAJ|title=The Origin of Certain Place Names in the United States|publisher=Govt. Print. Off.|author=Gannett, Henry|year=1905|page=[https://archive.org/details/bub_gb_9V1IAAAAMAAJ/page/n167 168]}}</ref> Jasper became famous in 1776, during the bombardment of [[Fort Moultrie]], for erecting a new flagstaff under fire after the American flag had been shot down. Jasper was killed during the [[Siege of Savannah]] in 1779.<ref>{{cite book|author=De Witt Clinton Goodrich & Charles Richard Tuttle|publisher=R. S. Peale & co.|year=1875|location=Indiana|title=An Illustrated History of the State of Indiana|url=https://archive.org/details/anillustratedhi02tuttgoog| pages=[https://archive.org/details/anillustratedhi02tuttgoog/page/n567 562]}}</ref> Jasper County's twin county, [[Newton County, Indiana|Newton County]], was named after Jasper's friend and comrade, [[John Newton (soldier)|John Newton]].<ref name=SHJC>{{cite book|author=Hamilton Louis H. & William Darroch|publisher=Lewis Publishing Co.|year=1916|location=Chicago & New York|title=A Standard History of Jasper and Newton Counties, Indiana, Vol. 1}}</ref>

A state legislature act dated 29 January 1839 caused the consolidation of Jasper and Newton, with Jasper retaining the name, and Newton (for the time being) being erased, and the consolidated area being seated at the Falls of the Iroquois River, with the name of Newton (the community's name was changed to [[Rensselaer, Indiana|Rensselaer]] in 1844). In 1840 the [[Benton County, Indiana|county of Benton]] was formed from Jasper's area. In 1859 the county of Newton was revived but with smaller area than before, leaving Jasper in its present form.

===The Civil War===
As early as 1825, the majority of the population were against slavery.<ref>{{cite book|author=Scudder, Horace E|publisher=Boston & New York: The Riverside Press, Cambridge|year=1888|location=Cambridge|title=Indiana: American Commonwealths|pages=235, 237, 438-400}}</ref> By the time of the [[American Civil War|War]], Jasper County was one of the few counties of Indiana that had a military organization under the law of 1855.<ref>{{cite book|author=Hamilton Louis H. & William Darroch|publisher=Lewis Publishing Co.|year=1916|location=Chicago & New York|title=A Standard History of Jasper and Newton Counties Indiana, Vol. 1|page=159}}</ref> The war greatly affected Jasper County when 935 soldiers were enlisted on behalf of the [[Union (American Civil War)|Union]]. This was considered an impressive amount at the time with the average population around 5,000. Although there were several companies from Indiana, the [[9th Indiana Infantry Regiment]] produced [[Robert H. Milroy]], the \"Gray Eagle of the Army\". Milroy became famous for suppressing Confederate mountain rangers, which caused the [[Confederate Congress]] to declare a $100,000 bounty on his head. The 9th Indiana Infantry Regiment became known for its involvement in the [[Battle of Philippi (West Virginia)|Battle of Philippi]], one of the earliest battles of the Civil War at [[Laurel Mountain (West Virginia)|Laurel Hill]] (now known as Laurel Mountain).<ref>{{cite book|author=Hamilton Louis H. & William Darroch|publisher=Lewis Publishing Co.|year=1916|location=Chicago & New York|title=A Standard History of Jasper and Newton Counties Indiana, Volume 1|page= 115,118}}</ref> In comparing the proportions of men able to fight, Indiana contributed more soldiers than any other state to the [[Union (American Civil War)|Union]].<ref>{{cite book|author=Hoover Dwight W.|publisher=the Indiana University Press|year=1980|location=Bloomington|title=A Pictorial History of Indiana|page=93}}</ref>

==Geography==
