→‎Additional sources:add authority control,safe,Ser Amantio di Nicolao,"'''Dr David Baker''' (born 1944) is a British space scientist and a prolific author. He first visited the USA in 1962<ref>{{Cite web|url=http://www.skyatnightmagazine.com/news/interview-former-nasa-scientist-david-baker|title=Interview: former NASA scientist David Baker {{!}} BBC Sky at Night Magazine|website=www.skyatnightmagazine.com|access-date=2019-01-15}}</ref> and returned to work for [[NASA]] on the Gemini, Apollo and Space Shuttle programs between 1965 and 1984<ref>{{Cite news|url=https://www.wired.com/2011/04/human-spaceflight-david-baker/|title=Human Spaceflight's 50th: The Glorious Past and Uncertain Future|last=Grossman|first=Lisa|date=2011-04-12|work=Wired|access-date=2019-01-15|issn=1059-1028}}</ref> as a Mission Planning and Analysis Department. He was present at NASA during [[Apollo 13]] in 1970.

He returned to the UK in 1984 and set up an independent consultancy helping countries around the world including India to develop and integrate commercial space technologies for their national space programmes.

He now works as a journalist, writer and an author. He has published thousands of articles, more than 100 books and contributed to many radio and TV [[imdbname:2894897|documentaries]]  about space missions in the US and Europe. In the past, he has edited the Aerospace Review, Jane's Aircraft Upgrades and Jane's Space Directory. He is a fellow of the [[British Interplanetary Society]] and since 2011 he has been the editor of the BIS's journal - [[Spaceflight (magazine)|Spaceflight]].

== Bibliography ==
* [https://www.astronauticabookclub.com/ The Race for Space] - The Story of the space race in  six volumes written with co-author Anatoly Zak (2018)
* [https://www.amazon.co.uk/Apollo-Missions-Incredible-Story-Race/dp/1788887972/ref=sr_1_1?s=books&ie=UTF8&qid=1546249919&sr=1-1 The Apollo Missions]: The Incredible Story of the Race to the Moon (from 29 June 2019)
* [https://www.amazon.co.uk/Apollo-17-Manual-Haynes-Manuals/dp/1785212109/ref=pd_sbs_14_5?_encoding=UTF8&pd_rd_i=1785212109&pd_rd_r=c4fed252-0ce1-11e9-b0f6-3da8776933e2&pd_rd_w=7rExf&pd_rd_wg=0S39D&pf_rd_p=18edf98b-139a-41ee-bb40-d725dd59d1d3&pf_rd_r=K3EFVYN Apollo 17 Manual] (Haynes Manuals): (from 3 June 2019)
* [https://www.amazon.co.uk/Apollo-17-Manual-Haynes-Manuals/dp/1785212109/ref=pd_sbs_14_5?_encoding=UTF8&pd_rd_i=1785212109&pd_rd_r=c4fed252-0ce1-11e9-b0f6-3da8776933e2&pd_rd_w=7rExf&pd_rd_wg=0S39D&pf_rd_p=18edf98b-139a-41ee-bb40-d725dd59d1d3&pf_rd_r=K3EFVYN Apollo 13 Manual]: An engineering insight into how NASA saved the crew of the crippled Moon mission (Owners' Workshop Manual) : (2013)

== References ==
{{reflist}}

== Additional sources ==
In 2018, he published a [https://astrotalkuk.org/wp-content/uploads/2019/01/David-Baker.pdf short potted history] summarising his career and included a list of 110 books published at that time.

David Baker makes regular appearances as a guest on the London based [https://www.interplanetary.org.uk/ Interplanetary podcast].

{{authority control}}

{{DEFAULTSORT:Baker, David}}
[[Category:1944 births]]
[[Category:Living people]]
[[Category:British male journalists]]
[[Category:British male writers]]
[[Category:British space scientists]]","'''Dr David Baker''' (born 1944) is a British space scientist and a prolific author. He first visited the USA in 1962<ref>{{Cite web|url=http://www.skyatnightmagazine.com/news/interview-former-nasa-scientist-david-baker|title=Interview: former NASA scientist David Baker {{!}} BBC Sky at Night Magazine|website=www.skyatnightmagazine.com|access-date=2019-01-15}}</ref> and returned to work for [[NASA]] on the Gemini, Apollo and Space Shuttle programs between 1965 and 1984<ref>{{Cite news|url=https://www.wired.com/2011/04/human-spaceflight-david-baker/|title=Human Spaceflight's 50th: The Glorious Past and Uncertain Future|last=Grossman|first=Lisa|date=2011-04-12|work=Wired|access-date=2019-01-15|issn=1059-1028}}</ref> as a Mission Planning and Analysis Department. He was present at NASA during [[Apollo 13]] in 1970.

He returned to the UK in 1984 and set up an independent consultancy helping countries around the world including India to develop and integrate commercial space technologies for their national space programmes.

He now works as a journalist, writer and an author. He has published thousands of articles, more than 100 books and contributed to many radio and TV [[imdbname:2894897|documentaries]]  about space missions in the US and Europe. In the past, he has edited the Aerospace Review, Jane's Aircraft Upgrades and Jane's Space Directory. He is a fellow of the [[British Interplanetary Society]] and since 2011 he has been the editor of the BIS's journal - [[Spaceflight (magazine)|Spaceflight]].

== Bibliography ==
* [https://www.astronauticabookclub.com/ The Race for Space] - The Story of the space race in  six volumes written with co-author Anatoly Zak (2018)
* [https://www.amazon.co.uk/Apollo-Missions-Incredible-Story-Race/dp/1788887972/ref=sr_1_1?s=books&ie=UTF8&qid=1546249919&sr=1-1 The Apollo Missions]: The Incredible Story of the Race to the Moon (from 29 June 2019)
* [https://www.amazon.co.uk/Apollo-17-Manual-Haynes-Manuals/dp/1785212109/ref=pd_sbs_14_5?_encoding=UTF8&pd_rd_i=1785212109&pd_rd_r=c4fed252-0ce1-11e9-b0f6-3da8776933e2&pd_rd_w=7rExf&pd_rd_wg=0S39D&pf_rd_p=18edf98b-139a-41ee-bb40-d725dd59d1d3&pf_rd_r=K3EFVYN Apollo 17 Manual] (Haynes Manuals): (from 3 June 2019)
* [https://www.amazon.co.uk/Apollo-17-Manual-Haynes-Manuals/dp/1785212109/ref=pd_sbs_14_5?_encoding=UTF8&pd_rd_i=1785212109&pd_rd_r=c4fed252-0ce1-11e9-b0f6-3da8776933e2&pd_rd_w=7rExf&pd_rd_wg=0S39D&pf_rd_p=18edf98b-139a-41ee-bb40-d725dd59d1d3&pf_rd_r=K3EFVYN Apollo 13 Manual]: An engineering insight into how NASA saved the crew of the crippled Moon mission (Owners' Workshop Manual) : (2013)

== References ==
{{reflist}}

== Additional sources ==
In 2018, he published a [https://astrotalkuk.org/wp-content/uploads/2019/01/David-Baker.pdf short potted history] summarising his career and included a list of 110 books published at that time.

David Baker makes regular appearances as a guest on the London based [https://www.interplanetary.org.uk/ Interplanetary podcast].

{{DEFAULTSORT:Baker, David}}
[[Category:1944 births]]
[[Category:Living people]]
[[Category:British male journalists]]
[[Category:British male writers]]
[[Category:British space scientists]]",David Baker (author),//en.wikipedia.org/wiki/David_Baker_(author)
→‎External links:Update date format tag and add authority control template,safe,Rich Farmbrough,"{{Unreferenced|date=January 2008}}
{{Infobox Song Contest
|name                = Malta Song for Europe
|year                = 2008
|final               = 26 January 2008
|semi                = 24 January 2008
|presenters          = [[John Demanuele]], [[Ruth Casingena]] and [[Chiara Siracusa]]
|venue               = [[Malta Fairs & Conventions Centre]], [[Ta' Qali]]
|winner              = [[Morena (singer)|Morena]] - \"[[Vodka (song)|Vodka]]\"
|vote                = Televoting/SMS voting
|entries             = 8
|interval            = [[Natalie Gauci]]
}}

The '''[[Malta Song for Europe]] 2008''' was a television show in which [[Malta]] selected its entry for the [[Eurovision Song Contest 2008]], held in [[Belgrade]], [[Serbia]]. It was held at the [[Malta Fairs & Conventions Centre]] in [[Ta' Qali]] on 24 and 26 January, and the winning song, [[Vodka (song)|Vodka]], was sung by [[Morena (singer)|Morena]].

After the bad results in the two previous contests, some changes were made to the regulations by the MaltaSong board. Long discussions took place with UKAM (Maltese union to represent musicians) for the final regulations to be signed.  Not withstanding the proposed changes, the chosen song still failed to reach the final evening of the 2008 Eurovision Song Contest.

225 songs were submitted to compete in the first phase of the Malta Song for Europe 2008, which was judged behind closed doors. From the first phase only 36 songs made it through, judged by international jury between the 19th and 21 November 2007.

The edition was hosted by [[John Demanuele]], [[Ruth Casingena]] and [[Chiara Siracusa]].  [[Australian Idol (season 5)|Australian Idol]] winner [[Natalie Gauci]], who is of Maltese descent, performed during the national finale.

==Results==
{| class=\"wikitable sortable\"
|-
! Draw
! Artist
! Song
! Composer
! Lyricist
! Place
! Points
|-
| 1
| [[Eleonor Cassar]]
| Give Me A Chance
| Paul Giordimaina
| Fleur Balzan
| 4
| 50
|-
| 2
| [[Claudia Faniello]]
| Caravaggio
| Ray Agius
| Godwin Sant
| 2
| 68
|-
| 3
| [[Petra Zammit]]
| Street Car of Desire
| Elton Zarb
| Rita Pace
| 6
| 28
|-
| 4
| [[Morena (singer)|Morena Camilleri]]
| Casanova
| [[Philip Vella]]
| [[Gerard James Borg]]
| 5
| 38
|-
| 5
| Klinsmann Coleiro
| Go
| Dominic Galea
| [[Claudette Pace]]
| 7
| 24
|-
| 6
| [[Claudia Faniello]]
| Sunrise
| Ray Agius
| Ray Agius
| 3
| 64
|-
| 7
| [[Rosman Pace]]
| Love Is Just The Way
| Rosman Pace
| Rosman Pace
| 8
| 10
|-bgcolor=\"ffdead\"
| '''8'''
| '''[[Morena (singer)|Morena Camilleri]]'''
| '''[[Vodka (song)|Vodka]]'''
| '''[[Philip Vella]]'''
| '''[[Gerard James Borg]]'''
| '''1'''
| '''78'''
|-
|}

==References==
{{Reflist}}

==External links==
*[https://www.webcitation.org/query?url=http://www.geocities.com/national_finals_90s_00s/Malta2008.html&date=2009-10-26+02:39:54 Maltese National Final page]

{{Authority control}}

{{Use dmy dates|date=April 2020}}

{{DEFAULTSORT:Malta Song For Europe 2008}}
[[Category:Malta Song for Europe]]
[[Category:Eurovision Song Contest 2008 national selections]]
[[Category:2008 in Malta]]","{{Unreferenced|date=January 2008}}
{{Infobox Song Contest
|name                = Malta Song for Europe
|year                = 2008
|final               = 26 January 2008
|semi                = 24 January 2008
|presenters          = [[John Demanuele]], [[Ruth Casingena]] and [[Chiara Siracusa]]
|venue               = [[Malta Fairs & Conventions Centre]], [[Ta' Qali]]
|winner              = [[Morena (singer)|Morena]] - \"[[Vodka (song)|Vodka]]\"
|vote                = Televoting/SMS voting
|entries             = 8
|interval            = [[Natalie Gauci]]
}}

The '''[[Malta Song for Europe]] 2008''' was a television show in which [[Malta]] selected its entry for the [[Eurovision Song Contest 2008]], held in [[Belgrade]], [[Serbia]]. It was held at the [[Malta Fairs & Conventions Centre]] in [[Ta' Qali]] on 24 and 26 January, and the winning song, [[Vodka (song)|Vodka]], was sung by [[Morena (singer)|Morena]].

After the bad results in the two previous contests, some changes were made to the regulations by the MaltaSong board. Long discussions took place with UKAM (Maltese union to represent musicians) for the final regulations to be signed.  Not withstanding the proposed changes, the chosen song still failed to reach the final evening of the 2008 Eurovision Song Contest.

225 songs were submitted to compete in the first phase of the Malta Song for Europe 2008, which was judged behind closed doors. From the first phase only 36 songs made it through, judged by international jury between the 19th and 21 November 2007.

The edition was hosted by [[John Demanuele]], [[Ruth Casingena]] and [[Chiara Siracusa]].  [[Australian Idol (season 5)|Australian Idol]] winner [[Natalie Gauci]], who is of Maltese descent, performed during the national finale.

==Results==
{| class=\"wikitable sortable\"
|-
! Draw
! Artist
! Song
! Composer
! Lyricist
! Place
! Points
|-
| 1
| [[Eleonor Cassar]]
| Give Me A Chance
| Paul Giordimaina
| Fleur Balzan
| 4
| 50
|-
| 2
| [[Claudia Faniello]]
| Caravaggio
| Ray Agius
| Godwin Sant
| 2
| 68
|-
| 3
| [[Petra Zammit]]
| Street Car of Desire
| Elton Zarb
| Rita Pace
| 6
| 28
|-
| 4
| [[Morena (singer)|Morena Camilleri]]
| Casanova
| [[Philip Vella]]
| [[Gerard James Borg]]
| 5
| 38
|-
| 5
| Klinsmann Coleiro
| Go
| Dominic Galea
| [[Claudette Pace]]
| 7
| 24
|-
| 6
| [[Claudia Faniello]]
| Sunrise
| Ray Agius
| Ray Agius
| 3
| 64
|-
| 7
| [[Rosman Pace]]
| Love Is Just The Way
| Rosman Pace
| Rosman Pace
| 8
| 10
|-bgcolor=\"ffdead\"
| '''8'''
| '''[[Morena (singer)|Morena Camilleri]]'''
| '''[[Vodka (song)|Vodka]]'''
| '''[[Philip Vella]]'''
| '''[[Gerard James Borg]]'''
| '''1'''
| '''78'''
|-
|}

==References==
{{Reflist}}

==External links==
*[https://www.webcitation.org/query?url=http://www.geocities.com/national_finals_90s_00s/Malta2008.html&date=2009-10-26+02:39:54 Maltese National Final page]

{{Use dmy dates|date=September 2010}}

{{DEFAULTSORT:Malta Song For Europe 2008}}
[[Category:Malta Song for Europe]]
[[Category:Eurovision Song Contest 2008 national selections]]
