"",safe,Ss112,"{{short description|2020 single by Camila Cabello featuring DaBaby}}
{{use mdy dates|date=February 2020}}
{{Infobox song
| name       = My Oh My
| cover      = Camila Cabello - My Oh My.jpg
| alt        = Image of Camila Cabello wearing a black outfit and DaBaby wearing a fedora positioned at the top of the poster. Underneath is the words 'My Oh My' written in capital letters, as well as a collage of events that occur throughout the music video; Cabello dancing with a partner on the bottom-left corner, a car on the bottom-right corner, Cabello dressed as a femme fatale alongside a group of men wearing suits on the top-right corner, and a group of cowboys on the top-left corner.
| caption    = Poster of the music video
| type       = single
| artist     = [[Camila Cabello]] featuring [[DaBaby]]
| album      = [[Romance (Camila Cabello album)|Romance]]
| released   = January 6, 2020
| format     =
* [[Music download|Digital download]]
* [[Streaming media|streaming]]
| genre      =
* [[Pop music|Pop]]<ref name=\"nme\"/>
* [[Contemporary R&B|R&B]]<ref name=\"OCC\"/>
| length     = {{duration|m=2|s=51}}
| label      =
* [[Epic Records|Epic]]
* [[Syco Music|Syco]]
| writer     =
* [[Camila Cabello]]
* [[DaBaby|Jonathan Kirk]]
* [[Louis Bell]]
* [[Frank Dukes|Adam Feeney]]
* [[Savan Kotecha]]
* [[Ant Clemons|Anthony Clemons Jr.]]
| producer   =
* [[Frank Dukes]]
* Louis Bell {{small|({{abbr|misc.|miscellaneous producer}})}}
| chronology = [[Camila Cabello]]
| prev_title = [[Living Proof (Camila Cabello song)|Living Proof]]
| prev_year  = 2019
| misc       = {{Extra chronology
| artist     = [[DaBaby]]
| type       = single
| prev_title = Suboxone
| prev_year  = 2019
| title      = My Oh My
| year       = 2020
| next_title = [[Shut Up (DaBaby song)|Shut Up]]
| next_year  = 2020
}}
{{External music video|1={{YouTube|6fd2kkLmSDQ|\"My Oh My\"}}|header=Music video}}
}}

